Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2018,Tot_Clms_2018,Tot_Benes_2018,Tot_Spndng_2019,Tot_Clms_2019,Tot_Benes_2019,Tot_Spndng_2020,Tot_Clms_2020,Tot_Benes_2020,Tot_Spndng_2021,Tot_Clms_2021,Tot_Benes_2021,Tot_Spndng_2022,Tot_Clms_2022,Tot_Benes_2022
"Diclofenac Sodium ER","Diclofenac Sodium","Ingenus Pharmac","","","","","","","","","","","","",7475.13,137,135
"Diclofenac Sodium ER","Diclofenac Sodium","Oceanside Pharm",2395039.01,66686,31104,6023620.07,102564,39177,6463063.34,98456,35518,5695031.09,91630,33361,8772397.51,95264,34270
"Diclofenac Sodium*","Diclofenac Sodium",Overall,267308720.76,5104075,2036907,294559343.51,6944870,2874400,316992501.87,8832613,3287630,258975224.85,8379318,3129152,304631330.64,8319676,3044794
"Diclofenac Sodium*","Diclofenac Sodium",Fougera/Sandoz,6658660.85,8912,5004,772132.17,1637,879,58209.88,192,74,38052.02,116,58,26228.04,102,45
"Diclofenac Sodium*","Diclofenac Sodium","Bluepoint Labor",2066058.07,118034,41439,2511980.68,138837,49093,2453184.95,144809,47632,2795309.34,150677,51437,2813440.38,149230,50550
"Diclofenac Sodium*","Diclofenac Sodium","Bausch & Lomb I",364099.93,26865,18430,516139.7,38364,25562,476609.63,36000,23737,873690.64,66172,42755,1347316.48,100026,63550
"Diclofenac Sodium*","Diclofenac Sodium",Perrigo/Padagis,"","","",3889110.33,76417,53791,21721596.77,474374,267158,14942092.41,414233,200775,12592607.69,411000,216174
"Diclofenac Sodium*","Diclofenac Sodium","Cambridge Thera",332.16,24,18,358.56,11,"",194.35,39,19,446.49,69,24,108.83,24,14
"Diclofenac Sodium*","Diclofenac Sodium","Exelan Pharmace","","","",4459.18,266,264,714425.81,95279,54828,832121.8,141588,66667,700673.83,122632,52512
"Diclofenac Sodium*","Diclofenac Sodium","Rising Pharm*",27248055.84,1357082,543985,29869978.05,1499131,599644,30667046.72,1487293,555247,29264389.2,1544400,602932,30904987.09,1607144,614559
"Diclofenac Sodium*","Diclofenac Sodium","Encube Ethicals","","","","","","",14635309.73,377537,203858,42814004.17,1153122,475752,53938143.9,1510822,585885
"Diclofenac Sodium*","Diclofenac Sodium","Glenmark Pharma",16622265.1,25982,13152,6621875.64,14350,7346,2852395.46,10612,4865,1528538.52,5285,2734,1575178.65,5340,2934
"Diclofenac Sodium*","Diclofenac Sodium","Hi-Tech/Akorn C","","","",149044.6,3285,2868,8326788.53,202596,100821,3654335.2,81604,45680,211171.42,6386,3623
"Diclofenac Sodium*","Diclofenac Sodium","Cipla USA, Inc.",4945770.18,80524,67008,72594132.82,1506577,761950,76065660.22,1840172,889377,86443785.88,2420057,1073524,77232217.13,2241364,955752
"Diclofenac Sodium*","Diclofenac Sodium","Alembic Pharmac","","","","","","","","","","","","",80040.58,398,336
"Diclofenac Sodium*","Diclofenac Sodium",Avkare*,190041.63,3609,1983,423202.98,10223,4992,323279.95,9200,3966,132218.83,4043,1934,82717.63,2631,1107
"Diclofenac Sodium*","Diclofenac Sodium","Sola Pharmaceut",78833.02,269,222,47138.76,98,43,6771.07,18,13,282301.69,340,158,2135348.98,2084,280
"Diclofenac Sodium*","Diclofenac Sodium","Carlsbad Tech",9956383.06,630095,241383,13728368.32,792672,309513,14969626.16,841298,299647,16096662.12,863838,324811,15788800.61,846339,304557
"Diclofenac Sodium*","Diclofenac Sodium","Amneal Pharmace",122203354.42,1598348,762241,105475073.06,1838412,897426,103064923.69,2333928,1051620,48828840.57,1284606,656691,43591972.4,1180535,570948
"Diclofenac Sodium*","Diclofenac Sodium","Taro Pharm USA",8441439.58,19412,11403,4128985.39,15369,8535,2961022,17758,8713,2372023.12,14956,7698,2754613.37,16093,8235
"Diclofenac Sodium*","Diclofenac Sodium","Pharmaceutica N",299936.13,496,327,20517.86,62,47,2385.08,12,"","","","",610.22,16,""
"Diclofenac Sodium*","Diclofenac Sodium","Ipg Pharmaceuti",2224921.32,5134,3098,421159.79,1121,663,117396.36,245,139,13997.9,30,20,13337.12,50,25
"Diclofenac Sodium*","Diclofenac Sodium","IGI Labs, Inc./",1700805.94,8906,4972,706929.89,4168,2742,219531.06,2123,1344,47637.93,432,255,4150.02,47,37
"Diclofenac Sodium*","Diclofenac Sodium",Mylan*,98472.32,6365,2860,225872.85,8862,5255,9595937.31,253140,152938,545962.36,15600,7265,280441.06,8757,3647
"Diclofenac Sodium*","Diclofenac Sodium","Puretek Corpora",24778.08,70,54,"","","","","","",47187.72,38,12,63412.31,41,18
"Diclofenac Sodium*","Diclofenac Sodium","Lupin Pharmaceu",103638,642,432,531942.66,2488,1476,85761.31,944,601,111243.49,1379,734,1976368.48,1054,956
"Diclofenac Sodium*","Diclofenac Sodium","Repharm LLC",4993.65,335,165,6651.81,391,203,896.44,84,35,3160.78,200,121,5625.54,352,160
"Diclofenac Sodium*","Diclofenac Sodium",Actavis/Teva*,7062480.91,186530,85679,4456915.98,88034,41819,1410889.96,43014,20274,1320383.96,34431,16326,1242762.1,28176,13325
"Diclofenac Sodium*","Diclofenac Sodium","Akorn Inc.",51499.79,2744,2013,17341,946,614,14172.07,775,513,16729.33,789,473,5224.25,257,175
"Diclofenac Sodium*","Diclofenac Sodium","Par Pharm.",50769196.67,882525,425200,41474191.05,809409,433151,12902868.07,293447,193593,633499.75,18497,7610,106044.66,3227,1716
"Diclofenac Sodium*","Diclofenac Sodium","Northstar Rx Ll","","","","","","",10753970.94,292340,150524,3590301.21,96876,62037,352726.84,10470,4420
"Diclofenac Sodium*","Diclofenac Sodium","Apotex Corp",3991511.18,17743,9874,1959980.26,10945,5985,350287.66,3691,2057,30404.32,375,209,53335067.12,23140,8989
"Diclofenac Sodium*","Diclofenac Sodium",Padagis,7063.09,25,25,2469263.8,9552,3946,755344.28,7089,3397,638802.99,7758,3834,852138.74,7505,4016
"Diclofenac Sodium*","Diclofenac Sodium",Sandoz*,2194129.84,123404,70833,1536596.32,73243,47809,1486016.41,64604,41760,1077101.11,57807,37957,617855.17,34434,22452
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol",Overall,11043617.31,56920,17851,9892175.44,51147,15628,8979604.37,46326,13867,8063722.97,42029,12882,7946208.4,38616,11897
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Greenstone LLC.",5016457.24,24866,8936,4990185.86,25393,9063,5293690.71,26691,9369,4877465.44,24942,9132,3333000.38,16134,6036
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Bluepoint Labor",449083.87,2899,838,323493.9,2091,700,374486.96,2142,759,245681.96,1552,590,298583.76,1751,546
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Eagle Pharmaceu",180748.21,1207,668,25078.81,148,47,12719.23,82,25,"","","",1097.66,11,""
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol",Actavis/Teva,4504637.41,23293,8194,3879774.2,20084,7487,2047439.2,10976,4922,1555798.57,8386,4066,1067311.9,5415,2372
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Amneal Pharmace",892690.58,4655,1916,673642.67,3431,1778,1251268.27,6435,2976,1384777,7149,3477,2410398.28,10329,3963
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Nivagen Pharmac","","","","","","","","","","","","",2752.71,16,15
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol","Micro Labs USA,","","","","","","","","","","","","",833063.71,4960,1911
"Dicloxacillin Sodium","Dicloxacillin Sodium",Overall,1808013.52,46150,32158,1895220.56,44829,31213,1982037.49,40263,27009,1463752.67,31125,21268,1209481.57,23577,16408
"Dicloxacillin Sodium","Dicloxacillin Sodium","Teva USA",1794414.98,45708,31866,1885797.27,44487,30964,1975687.34,40024,26871,1458741.66,30950,21156,1137478.14,22315,15684
"Dicloxacillin Sodium","Dicloxacillin Sodium",Sandoz,13598.54,442,352,9423.29,342,283,6350.15,239,165,5011.01,175,142,4072.3,127,102
"Dicloxacillin Sodium","Dicloxacillin Sodium","Aurobindo Pharm","","","","","","","","","","","","",67931.13,1135,972
"Dicyclomine HCl*","Dicyclomine HCl",Overall,27830007.91,2090836,750775,40279213.05,2132046,783070,51261653.33,2178445,776857,52052909.31,2269814,836160,51875318.7,2235178,833421
"Dicyclomine HCl*","Dicyclomine HCl",AHP,149.84,12,12,3847.39,267,172,1984.53,96,37,756.77,27,13,1267.94,87,70
"Dicyclomine HCl*","Dicyclomine HCl","Lannett Co. Inc",5376744.43,396131,188556,13860926.88,758803,321353,15334517.88,728793,291289,14064280.99,686145,277457,15552088.98,740539,331301
"Dicyclomine HCl*","Dicyclomine HCl","Marlex Pharm.","","","",2370.22,200,142,1419.9,93,41,956.17,95,47,462.48,38,26
"Dicyclomine HCl*","Dicyclomine HCl","Major Pharmaceu","","","","","","",1570.58,134,72,5245,356,190,20593.58,1126,872
"Dicyclomine HCl*","Dicyclomine HCl",Actavis/Teva,11898160.1,843634,365975,15796350.72,840364,358685,19741530.36,825288,326006,15006226.5,610537,251896,15243189.39,660823,310079
"Dicyclomine HCl*","Dicyclomine HCl","Fosun Pharma Us","","","","","","","","","",12457.16,17,"",7183.87,13,""
"Dicyclomine HCl*","Dicyclomine HCl","Novitium/Ani Ph","","","","","","","","","",34097.69,297,201,206928.05,2207,1066
"Dicyclomine HCl*","Dicyclomine HCl",Mylan,9118324.18,803038,335300,836813.17,61850,30473,1926933,130144,57309,5490230.12,394438,163560,2341535.5,180172,99529
"Dicyclomine HCl*","Dicyclomine HCl","Qualitest/Par P",889254.21,10779,4529,854983.84,10351,4333,537783.67,7155,3246,345189.4,4620,2385,153286.6,2306,1327
"Dicyclomine HCl*","Dicyclomine HCl",West-Ward/Hikma*,547375.15,37242,29716,8923920.83,460211,196343,13715913.41,486742,209452,17093469.51,573282,253549,18348782.31,647867,308538
Differin,Adapalene,Overall,167957.47,520,286,123594.22,342,187,140907.56,311,167,123488.07,297,153,111263.17,290,162
Differin,Adapalene,"Galderma Labora",167957.47,520,286,123594.22,342,187,140907.56,311,167,123488.07,297,153,111263.17,290,162
Dificid,Fidaxomicin,Overall,35575153.9,9929,7652,44460261.25,11904,9154,47384305.28,11989,8600,67952402.38,16400,11968,103081746.73,24035,18221
Dificid,Fidaxomicin,"Merck Sharp & D",35575153.9,9929,7652,44460261.25,11904,9154,47384305.28,11989,8600,67952402.38,16400,11968,103081746.73,24035,18221
"Diflorasone Diacetate","Diflorasone Diacetate",Overall,4276296.64,6051,3259,25011205.63,17759,8255,57549643.09,30960,14023,18547774.17,20465,8730,19399165.76,21197,7545
"Diflorasone Diacetate","Diflorasone Diacetate","Sola Pharmaceut","","","",5961007.98,2408,1390,16076582.64,5065,2735,1018899.48,1081,568,88453.99,139,113
"Diflorasone Diacetate","Diflorasone Diacetate","Taro Pharm USA",4046963.14,5784,3126,10998345.16,10152,5212,17242932.38,13509,6814,10893376.88,12208,5357,9888099.64,12296,5163
"Diflorasone Diacetate","Diflorasone Diacetate","Rising Pharm","","","","","","",478814.07,217,195,1396595.07,1731,965,3181969.81,4044,1566
"Diflorasone Diacetate","Diflorasone Diacetate","Emerald Therape","","","","","","","","","","","","",5150262.27,3515,1843
"Diflorasone Diacetate","Diflorasone Diacetate","Innovida Pharma","","","",5798607.82,2868,1560,18650974.94,7803,4610,4232497.23,4175,2117,1060974.08,1149,684
"Diflorasone Diacetate","Diflorasone Diacetate","Teligent Pharma",229333.5,267,148,2253244.67,2331,1070,5100339.06,4366,2153,1006405.51,1270,829,29405.97,54,31
Diflucan,Fluconazole,Overall,825803.03,1333,612,768592.66,1218,557,544440.43,1088,505,539498.7,908,460,322405.53,703,402
Diflucan,Fluconazole,"Pfizer US Pharm",825803.03,1333,612,768592.66,1218,557,544440.43,1088,505,539498.7,908,460,322405.53,703,402
Diflunisal,Diflunisal,Overall,2763374.94,29876,10997,2325708.88,23090,8651,1781296.2,17066,6081,1554337.33,15229,5448,903360.81,9125,3498
Diflunisal,Diflunisal,"Teva USA",1701429.06,18087,7594,2156620.99,21064,8051,1130340.94,11074,4662,714198.58,7251,3184,196980.79,2137,1184
Diflunisal,Diflunisal,"Heritage Pharma","","","",39772.64,337,295,628862.51,5735,2462,832048.57,7875,3329,703403.02,6959,2885
Diflunisal,Diflunisal,"Rising Pharm",1061945.88,11789,5022,129315.25,1689,1101,22092.75,257,126,8090.18,103,48,2977,29,23
Difluprednate,Difluprednate,Overall,"","","","","","","","","",2339701.47,13733,10410,17226426.22,109574,58169
Difluprednate,Difluprednate,"Amneal Pharmace","","","","","","","","","","","","",7386598.1,47291,29108
Difluprednate,Difluprednate,"Cipla USA, Inc.","","","","","","","","","",1068222.92,6428,4957,4918508.65,30526,19487
Difluprednate,Difluprednate,Sandoz,"","","","","","","","","",1271478.55,7305,5679,4887951.26,30887,19514
Difluprednate,Difluprednate,"Exelan Pharmace","","","","","","","","","","","","",33368.21,870,744
Digitek,Digoxin,Overall,6208634.64,148542,42222,3478500.69,94925,26098,2356990.99,66113,26109,653946.77,24606,5862,188050.26,7248,2685
Digitek,Digoxin,Mylan,6185583.93,147892,42100,3467146.81,94486,26008,2348981.7,65816,26051,649663.6,24415,5810,186003.61,7142,2656
Digitek,Digoxin,"Mylan Instituti",23050.71,650,263,11353.88,439,108,8009.29,297,95,4283.17,191,64,2046.65,106,31
Digox,Digoxin,Overall,41687189.92,864151,228055,20197633.96,532908,167856,1375071.84,45713,15656,545134.1,19275,4718,236947.47,8417,2651
Digox,Digoxin,"Lannett Co. Inc",41687189.92,864151,228055,20197633.96,532908,167856,1375071.84,45713,15656,545134.1,19275,4718,236947.47,8417,2651
Digoxin*,Digoxin,Overall,68949580.73,1705723,456672,68237074,1928257,479207,75880289.42,2135551,478178,66505692.28,1962239,454232,57618857.18,1814518,424245
Digoxin*,Digoxin,Vistapharm/Pai,"","","",3760.17,18,16,60062.03,370,120,71785.04,462,142,73431.94,541,169
Digoxin*,Digoxin,West-Ward/Hikma*,26772976.38,645969,176767,31885851.48,838618,214751,33380700.12,925475,216799,30604587.1,842414,197376,18818908.37,598997,167147
Digoxin*,Digoxin,Impax/Amneal,33366888.95,832461,218793,20407217.06,658156,183566,3948865.73,130399,80758,109152.48,4624,1429,12002.55,469,163
Digoxin*,Digoxin,"Major Pharmaceu",59488.94,2702,557,55562.86,2612,620,56818.58,2845,932,29124.24,1674,428,28186.46,1515,410
Digoxin*,Digoxin,"Northstar Rx Ll",7679555.59,188037,54285,7241677.23,199254,51666,6563969.65,190951,51293,5498010,158968,43002,4381880.75,130856,36631
Digoxin*,Digoxin,"Novitium/Ani Ph","","","","","","","","","","","","",7704947.57,157913,58884
Digoxin*,Digoxin,"Amneal Pharmace","","","",5458308.97,123319,80972,29816613.35,817118,244217,25116000.16,797275,234310,12530267.43,503323,173742
Digoxin*,Digoxin,"Gsms, Inc.","","","",124.33,12,"",307.18,34,"",130.55,13,"",214.28,18,""
Digoxin*,Digoxin,"Marlex Pharm.","","","","","","","","","","","","",2284.98,164,120
Digoxin*,Digoxin,"Sun Pharmaceuti",1070670.87,36554,14112,3184571.9,106268,33765,2052952.78,68359,24194,5076902.71,156809,52794,13117614.45,416620,128168
Digoxin*,Digoxin,"Aurobindo Pharm","","","","","","","","","","","","",949118.4,4102,3022
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",Overall,34231316.43,11130,4025,38508271.15,13601,4023,46446015.81,16872,5086,43544456.83,19244,5146,37173299.28,17205,3587
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",West-Ward/Hikma,504304.96,387,143,976948.43,652,214,962165.5,726,246,1110781.36,752,275,1001746.41,718,215
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",Perrigo/Padagis,2598983.05,1962,611,2029387.59,1493,515,2003546.32,1388,439,1013483.37,771,283,583451.02,417,175
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate","Exelan Pharmace","","","","","","","","","",4796.77,13,"",31505.23,72,54
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",Leucadia/Hikma,"","","","","","",7714240.16,2665,1410,9858413.3,4333,2061,8422471.39,3835,1422
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate","Provepharm Inc.","","","","","","","","","","","","",10307.66,14,""
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate","Cipla USA, Inc.","","","","","","",7502670.7,2613,1199,21059357.99,8912,2425,15862077.16,6924,1659
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate","Oceanside Pharm",31128028.42,8781,3431,35501935.13,11456,3420,28220206.56,9449,2960,10049639.4,4188,1449,10811247.51,4864,1457
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",Apollo/Provepha,"","","","","","",43186.57,31,21,447984.64,275,120,450492.9,361,153
Dilantin,Phenytoin,Overall,2038332.56,17181,2517,1896543.86,14234,2129,1809019.98,12379,1940,1708174.19,10819,1687,1619244.12,9450,1504
Dilantin,Phenytoin,Pfizer/Viatris,2038332.56,17181,2517,1896543.86,14234,2129,1809019.98,12379,1940,1708174.19,10819,1687,1619244.12,9450,1504
Dilantin,"Phenytoin Sodium Extended",Overall,33711518.64,215394,29683,32823897.05,192295,27493,32648089.3,174443,25373,32093587.1,155197,23590,31087548.48,141386,21783
Dilantin,"Phenytoin Sodium Extended",Pfizer/Viatris,33711518.64,215394,29683,32823897.05,192295,27493,32648089.3,174443,25373,32093587.1,155197,23590,31087548.48,141386,21783
Dilantin-125,Phenytoin,Overall,"","",569,"","",210,9903.81,27,154,181084.99,578,122,197070.78,633,97
Dilantin-125,Phenytoin,Pfizer/Viatris,"","","","","","",9903.81,27,21,181084.99,578,103,197070.78,633,97
Dilaudid,"Hydromorphone HCl",Overall,2384272.49,3648,481,1988419.94,3106,423,1667512.09,2519,299,1420060.4,2099,257,1121656.25,1682,209
Dilaudid,"Hydromorphone HCl","Rhodes Pharmace",2384272.49,3648,459,1988419.94,3106,420,1667512.09,2519,299,1420060.4,2099,257,1121656.25,1682,209
Dilt-XR,"Diltiazem HCl",Overall,29612932.78,648342,181507,37641296.85,727054,197755,37377033.11,637059,174831,26639158.27,468190,148030,18173208.54,392332,126735
Dilt-XR,"Diltiazem HCl","Apotex Corp",29612932.78,648342,181507,37641296.85,727054,197755,37377033.11,637059,174831,26639158.27,468190,148030,18173208.54,392332,126735
"Diltiazem 12hr ER","Diltiazem HCl",Overall,26838501.8,137564,41577,17361351.59,83304,30906,29737934.86,129226,39014,34321417.37,147116,43886,32828084.87,161313,47059
"Diltiazem 12hr ER","Diltiazem HCl","Mylan Instituti",584186.31,2988,1593,196250.55,1037,553,213158.48,988,487,260017.95,1072,607,186065.64,903,497
"Diltiazem 12hr ER","Diltiazem HCl","Glenmark Pharma","","","","","","","","","",4228550.34,18298,9039,12154330.01,62953,25058
"Diltiazem 12hr ER","Diltiazem HCl",Mylan,26254315.49,134576,41050,17165101.04,82267,30596,29524776.38,128238,38763,29832849.08,127746,40869,20311796.23,96711,34442
"Diltiazem 12hr ER","Diltiazem HCl","Northstar Rx Ll","","","","","","","","","","","","",175892.99,746,729
"Diltiazem 24hr ER","Diltiazem HCl",Overall,33523512.69,817475,215217,37081781.3,862249,232814,37425790.12,804467,227176,30376618.74,688878,195425,25458160.73,623207,178564
"Diltiazem 24hr ER","Diltiazem HCl","Oceanside Pharm",19734720.75,488927,139392,18284141.54,445427,123128,20028879.74,454403,126766,17856825.59,428353,122018,15248290.47,379952,111200
"Diltiazem 24hr ER","Diltiazem HCl","Puracap Laborat",47126.42,1469,538,26999.26,875,420,3917.53,87,49,3330.25,80,34,2217.81,69,26
"Diltiazem 24hr ER","Diltiazem HCl","Sun Pharma Glob",13741665.52,327079,104854,18770640.5,415947,128463,17392992.85,349977,120672,12516462.9,260445,82179,10207652.45,243186,76376
"Diltiazem 24hr ER (Cd)","Diltiazem HCl",Overall,142756215,2843369,654241,156708739,3160076,819345,181967178.37,3491024,886692,174416037.91,3733922,983999,168139290.84,3980833,996669
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Gsms, Inc.","","","","","","","","","","","","",166.32,15,""
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Sun Pharma Glob",1133275.01,23381,7558,11772104.54,42601,15543,24543145.67,76544,27935,14413314.09,61592,22548,6606085.51,32982,11652
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Ingenus Pharmac","","","","","","",661638,12359,12055,45104724.23,848212,286731,53177431.61,1087926,349351
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Mckesson Packag",161614.73,8527,3003,74514.7,4323,1710,100190.71,5180,2665,5672.75,337,167,2108.28,136,38
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Par Pharm.",36905096.16,1144966,259025,26904697.75,858281,283862,15307676.74,483519,187429,8102244.4,269928,104220,4386845.16,148849,47951
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Major Pharmaceu","","","","","","","","","","","","",2065.89,123,64
"Diltiazem 24hr ER (Cd)","Diltiazem HCl",AHP,59155.79,3433,1282,40834.17,2572,974,27082.24,1677,770,8571.83,499,248,2209.35,160,75
"Diltiazem 24hr ER (Cd)","Diltiazem HCl",Avkare,110952.28,3908,1846,122243.83,5227,3393,93442.88,4057,2588,31708.7,1070,581,7095.3,300,112
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Oceanside Pharm",78913121.35,1570632,430839,60237369.95,1422015,437621,52808951.65,1282168,417782,18252456.06,491794,225617,10605173.4,198261,80984
"Diltiazem 24hr ER (Cd)","Diltiazem HCl",Actavis/Teva,25239925.65,85424,23879,17261605.07,65887,23086,11510206.36,39380,15249,6039273.19,26321,9368,912436.3,4751,2479
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","TWI Pharmaceuti","","","",6303797.88,161263,69439,25665177.12,576658,187573,44006695,1135424,389849,56841403.47,1623432,471490
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Sun Pharmaceuti",107743.04,403,266,579410.68,8234,7186,13963358.08,336791,136715,24580475.52,628749,234820,24823649.82,682268,240033
"Diltiazem 24hr ER (Cd)","Diltiazem HCl","Zydus Pharmaceu",125330.99,2695,2684,33412160.43,589673,223860,37286308.92,672691,231323,13870902.14,269996,133227,10772620.43,201630,75158
"Diltiazem 24hr ER (La)","Diltiazem HCl",Overall,9105424.87,73060,21759,9828682.58,83067,24708,11289342.73,84867,25195,10875162.44,80954,23746,10466085.38,79604,22212
"Diltiazem 24hr ER (La)","Diltiazem HCl","Oceanside Pharm",9105424.87,73060,21759,9828682.58,83067,24708,11289342.73,84867,25195,10875162.44,80954,23746,10466085.38,79604,22212
"Diltiazem 24hr ER (XR)","Diltiazem HCl",Overall,"","",44295,"","",6481,427234.05,6643,6124,9322610.16,153588,58664,9075267.99,182926,71566
"Diltiazem 24hr ER (XR)","Diltiazem HCl","Northstar Rx Ll","","","","","","","","","","","","",889149.34,19566,10085
"Diltiazem 24hr ER (XR)","Diltiazem HCl","Accord Healthca","","","","","","",427234.05,6643,6124,9322610.16,153588,58664,8183022,163288,61992
"Diltiazem 24hr ER (XR)","Diltiazem HCl","Slate Run Pharm","","","","","","","","","","","","",3096.65,72,71
"Diltiazem HCl*","Diltiazem HCl",Overall,23026083.59,709673,227355,28252522.79,867868,226688,30240286.71,827880,211364,27524450.14,773688,206818,25744590.15,744920,202617
"Diltiazem HCl*","Diltiazem HCl","Teva USA",19477018.02,591108,164126,21193100.77,631253,172861,20907063.01,550973,149416,18579327.03,501234,147104,17875693.27,501344,146646
"Diltiazem HCl*","Diltiazem HCl","Edenbridge Phar","","","","","","",1543445.63,31209,18020,1477195.4,41887,22789,127937.28,4122,2095
"Diltiazem HCl*","Diltiazem HCl","Oceanside Pharm",3549065.57,118565,39954,7059422.02,236615,69381,7789778.07,245698,71096,7467927.71,230567,68246,7740959.6,239454,72116
"Dimethyl Fumarate","Dimethyl Fumarate",Overall,"","","","","","",62325526.16,9696,4410,164242841.03,45810,7358,125301361.41,59118,7780
"Dimethyl Fumarate","Dimethyl Fumarate","TWI Pharmaceuti","","","","","","","","","",458786.3,140,63,557826.22,233,75
"Dimethyl Fumarate","Dimethyl Fumarate","Teva USA","","","","","","",6400053.68,1291,838,16104413.37,3817,1529,158041.52,72,39
"Dimethyl Fumarate","Dimethyl Fumarate","Dr.Reddy'S Lab","","","","","","",2671174.01,411,343,12213720.49,4385,1014,13045047.56,7298,1375
"Dimethyl Fumarate","Dimethyl Fumarate","Accord Healthca","","","","","","","","","",17586270.98,5145,1132,21586798.15,9199,1503
"Dimethyl Fumarate","Dimethyl Fumarate","Camber Pharmace","","","","","","",1215036.43,274,175,7795878.83,2467,743,7094382.64,3172,923
"Dimethyl Fumarate","Dimethyl Fumarate","Amneal Pharmace","","","","","","",2598264.84,461,397,10487115.78,4762,1255,11110140.11,10006,1443
"Dimethyl Fumarate","Dimethyl Fumarate","Cipla USA, Inc.","","","","","","",4898395.51,977,507,40538324.21,10869,2739,34924707.59,17207,2582
"Dimethyl Fumarate","Dimethyl Fumarate",Mylan,"","","","","","",44542601.69,6282,3375,59058331.07,14225,2709,36824417.62,11931,1887
Diovan,Valsartan,Overall,34306173.35,68035,15489,32307654.74,55984,11622,30473828.38,50542,11110,25650354.87,39000,8441,23452329.41,33438,7312
Diovan,Valsartan,Novartis,34306173.35,68035,15489,32307654.74,55984,11622,30473828.38,50542,11110,25650354.87,39000,8441,23452329.41,33438,7312
"Diovan HCT",Valsartan/Hydrochlorothiazide,Overall,12529417.64,21627,4807,11451177.1,18021,3868,10613790.52,15461,3346,8763838.4,12288,2677,7843410.89,10381,2314
"Diovan HCT",Valsartan/Hydrochlorothiazide,Novartis,12529417.64,21627,4807,11451177.1,18021,3868,10613790.52,15461,3346,8763838.4,12288,2677,7843410.89,10381,2314
Dipentum,"Olsalazine Sodium",Overall,4502407.01,2312,377,4090939.88,2015,315,3782856.09,1879,275,3090781.57,1495,244,3016254.63,1419,217
Dipentum,"Olsalazine Sodium","Meda/Mylan Spec",4502407.01,2312,377,4090939.88,2015,315,3782856.09,1879,275,3090781.57,1495,244,3016254.63,1419,217
"Diphenhydramine HCl*","Diphenhydramine HCl",Overall,808686.42,39018,13951,1049098.29,41469,14820,1399534.83,46938,16367,1420390.81,48019,16851,1697141.88,47781,15728
"Diphenhydramine HCl*","Diphenhydramine HCl","Pharm Assoc Inc",21442.14,537,399,27789.33,463,367,21166.68,374,309,26307.13,521,432,17328.4,291,254
"Diphenhydramine HCl*","Diphenhydramine HCl","Mylan Instituti",61990.35,1292,346,38292.47,755,233,48883.9,1053,225,60746.61,1230,231,50518.91,1030,203
"Diphenhydramine HCl*","Diphenhydramine HCl","Fresenius Kabi",376054.59,12345,5161,434762.8,12090,4536,528478.6,13784,5317,341639.34,9429,3900,448205.85,11431,4047
"Diphenhydramine HCl*","Diphenhydramine HCl","Armas Pharmaceu","","","",37521.15,333,153,268508.8,2546,1001,389064.98,4565,1731,695420.75,9334,3826
"Diphenhydramine HCl*","Diphenhydramine HCl",West-Ward/Hikma,349199.34,24844,9126,510732.54,27828,10585,532496.85,29181,10972,602632.75,32274,11951,485667.97,25695,9658
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine",Overall,29725718.93,804694,340832,27014349.28,783492,328576,25752708.4,740118,296084,24908528.51,733801,299511,24303466.56,734697,307927
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Proficient Rx L","","","","","","","","","","","","",68.48,12,""
